sentence,label,pmid
It was a total canaille of letters pencils and papers and things that had been placed once on my table and to be removed and tucked away elsewhere the next day.,0,2295
"At their peak on Saturday, 23 September, the powerboat manufacturer sold a new boat every 28 minutes.",0,2296
The ocean exploration is now moving into deeper waters.,0,2297
We saw that the email had been sent to the customer.,0,2298
"This extensor mechanism is composed chiefly of the quadriceps femoris , quadriceps tendon, patella, and patellar tendon.",0,2299
"Jordan's recent works are concerned with questions of truth, beauty and the human condition.",0,2300
It is the document repository of extremely valuable archival documents illustrating the history of the Spanish Empire.,0,2301
"Takara Plum is a rich, sweet and aromatic plum wine suitable as an aperitif.",0,2302
Foreign minister participated in a high level UN conference on financing for development.,0,2303
The statue was inside a bamboo box.,0,2304
I removed the chemical disposes into the designated area only.,0,2305
Lenin and the other leaders of the Soviet Union set about repairing the damage caused by the revolution and the civil war.,1,2306
The hive entrances were oriented in different directions and painted with different colors to reduce colony drift of foraging bees.,0,2307
These types of scripts help visually impaired individuals to get more enjoyment from programming because the action on-screen is described for them.,1,2308
The performer briefly covers the window with a newspaper or jacket for 5 seconds.,0,2309
He was sending emails to undisclosed recipients frequently.,0,2310
The marriage combined the rituals of the Mangalorean bride and the Punjabi groom with the vows being exchanged according to South Indian tradition while pre-wedding rituals like 'Mehendi' and 'Sangeet' conducted as per Punjabi tradition.,0,2311
Draining your wash water into an open sump pump was a bad idea.,0,2312
"In the chambre de offering, where the service bed was placed, immutable persons, such as ambassadors or great lords, whom it was desired to honesty, were received in a more covert dernier cri than the canaille of courtiers.",0,2313
The goal of the study was to determine the percentage of adult Americans who keep money in a regular savings account.,0,2314
Today most of the world's unreached people live in the jungle of big cities and no longer in the real jungle.,0,2315
The moving companies transport personal items to your new home.,0,2316
This lamp causes serious skin burn and eye inflammation from shortwave ultraviolet radiation when outer envelope of the lamp is broken or punctured.,1,2317
"This is the ""best time of day for painters to capture the 'inner state' of a landscape"".",0,2318
I found a bottle with 5 fentermine in it yesterday.,0,2319
Bread shortages and mounting poverty cause riots in nearby Paris.,1,2320
The man cannot be too old - in his middle thirties - but his face exhibits more wrinkles from smiling than I've seen upon the mug of the happiest of grandparents.,1,2321
"The dentate gyrus is a part of the hippocampus, the main memory structure, and has been shown to play a role in the forming of new memories.",0,2322
The tsunami resulted in significant property damage but only two fatalities in RS.,1,2323
Of course the proble is Christmas just passed so I've got a brand new pile of unread books to contend with.,0,2324
I reflected on this while passing a passel of pigeons parading on a Loop sidewalk the other day.,0,2325
She received a letter discussing her teaching duties.,0,2326
The method includes the steps of contacting a bacterial suspension with a single wavelength in the ultra-violet range.,0,2327
The new phone has been moved into prototype stage.,0,2328
Jeans have topstitching that is almost impossible to match.,0,2329
A boy gets his tongue stuck in a canteen.,0,2330
"Both her parents wind up accompanying her to the factory, though her mother disapproves of Violet's gum-chewing habit.",0,2331
One sad  consequence is that a winter of suffering from SAD adds to the weight gain caused by the antidepressants.,1,2332
"In a literature review of 875 cases of Merkel cell carcinoma, the tumor was the cause of death in 34% of these patients.",1,2333
"Methadone gives a buzz too, but it's the most effective way to reel in heroin addicts into treatment and real life.",1,2334
"The protest resulted in hours of traffic jams on Guangzhou's major roads, such as Guangyuanxi Lu, Huangshidong Lu and Dongfeng Lu.",1,2335
Three different storylines are narrated in alternating chapters.,0,2336
The user has entered his password into an authorized system.,0,2337
She opened a fridge in the side of the door and got out a blueberry vodka.,0,2338
An unofficial technical information has been leaked to the public.,0,2339
Such a conclusion highlights the importance of environmental concern in understanding and encouraging environmental behavior.,0,2340
Quasi-static tensile tests were performed on the specimens using a screw driven Instron load frame.,0,2341
We introduced leak detection dye into the air conditioning.,0,2342
He has arranged a new brigade of Irish volunteers.,0,2343
Stroke patients have been entered into hospital for neuroprotection.,0,2344
"I've suffered from an injury that has been caused by the negligence of another person, and I've filed an injury claim.",1,2345
"This month, the commissioner travels to several remote nations.",0,2346
A pack of the most popular cigarettes in the Seychelles in 2008 cost $15 at purchasing-power parity .,0,2347
"It is inherently no less silly to see a king in a pear  than to see a pear in a rabbit, a rabbit in a carafe, a carafe in a clock, and so on and so forth.",0,2348
"Since leaving the Bay Area for Brooklyn in 1999, the violinist has constructed a mind-bogglingly disparate body of work.",0,2349
